mssv,sotc
C0C221D0XPvAibaEXe/c+AA7R58MU6nY3C/u3rka,2.0
C0C7BDF6XPvAibaEXe9276YJo0nxbCA8tRX6KiVZ,11.0
C0C9C20EXPvAibaEXe/y2t7DVG8TDRg2y/nF6frs,105.0
C0CA4964XPvAibaEXe+Y2Dmraxe1iXZJvq0Bdzle,0.0
C0CCE21CXPvAibaEXe9YYF5FMCfolNfE1eZp+SZc,8.0
C0CEC6D2XPvAibaEXe8riuHWhiKRR60QK30cWpnI,8.0
C0DD145CXPvAibaEXe9T3PnrA+QsrmHvTLOaX03L,82.0
C0ED56DBXPvAibaEXe+F5I4cNQcujNxOuA0Y1u02,30.0
C0EE7067XPvAibaEXe8vzv/aZ4Qa6YbP+FTRj1iV,4.0
C0EF7379XPvAibaEXe9kEUKWGqhXVDn4wZvLFF/O,23.0
C0F6B96EXPvAibaEXe/rR9uJzGOYEluVMyfuAfn2,3.0
C0F74183XPvAibaEXe/qmM1rjkbZSiWAVW1PlDIJ,41.0
C0FC7861XPvAibaEXe93UbSm/ewAMhsrnF0T+Vqp,4.0
C10225BCXPvAibaEXe9pz/hgBFL5INmiS5LF+xgI,15.0
C1049BE9XPvAibaEXe/hUZzBA+7vNXAhqQv+X/FH,3.0
C11AFB68XPvAibaEXe9+3TdUbRXdLT38bTEBLKGf,20.0
C11B9E1BXPvAibaEXe+6Ui7LQICVSbB6OBEX7Ckb,14.0
C11CEA69XPvAibaEXe9mukrhuVxgFSoy6R/+OGBk,7.0
C125FC73XPvAibaEXe8d4Zyk6xKs00cDf5RloWyG,4.0
C1312801XPvAibaEXe9Q2McsUcINTketisymyY1y,6.0
C136A12AXPvAibaEXe/mvnIvGKt85bO9jQm04q9Y,10.0
C13BDA00XPvAibaEXe9hdZEI8BSV8HIa/hRbowYj,4.0
C13C0E94XPvAibaEXe9HA6oDkedO0kuSBiaJhgHu,7.0
C13C36B6XPvAibaEXe/TOGeH6x1BlVDDF+HyOLkO,4.0
C13DB28AXPvAibaEXe9drMWeKYE4jHbg97+NJi/s,8.0
C140D51AXPvAibaEXe8ygSRUk01nINkERGCesQSd,58.0
C15E9FE6XPvAibaEXe8Lp0YaxzdqUrtSB6VzN5Yv,12.0
C165312FXPvAibaEXe8R2Rbk2WiF3Hgk7jxGCRCa,4.0
C1663CBEXPvAibaEXe9fmk+IGAumNeGBRNlNuK5s,16.0
C168DB77XPvAibaEXe/yXiKgsgy0soK5ilvB8bxK,51.0
C168F6F9XPvAibaEXe+s7fQX5t7T+nyuVYmTh7Q/,111.0
C1732776XPvAibaEXe+UuZ4QW1XoS0uZyqgzu4FR,38.0
C17539FCXPvAibaEXe8zBeLfIMmoBKS0tTkQyAgB,90.0
C17B5A3BXPvAibaEXe8CNW5gpzV0gc+iGo1aB444,52.0
C190179BXPvAibaEXe+LaXEhdAaoNNaSPp+7g/St,4.0
C190C941XPvAibaEXe+3uVbNaCRzGW8A2jdyYC8A,1.0
C1A53BF0XPvAibaEXe9p5G9u2qRxxcC9VCkJQpWB,11.0
C1A9FD65XPvAibaEXe8ge2UHv4J4BztlfCscqMWw,28.0
C1AF7797XPvAibaEXe9vkU85S6aTxQ7Bm+s9LcVS,14.0
C1B4799EXPvAibaEXe9bu/C1Uw1dD7XKH/ApIX+N,22.0
C1BB7059XPvAibaEXe8ydgsBCmjqA7/XEotXcjT3,70.0
C1DB1120XPvAibaEXe+ba4DZYrt+PDnRlMl9fRKp,4.0
C1DBC0A7XPvAibaEXe+VbfX42Vfsc0sxFhLaXrdo,68.0
C1DE11E8XPvAibaEXe+Fy1phPq2H8vaeLQ1C9nra,12.0
C1EADB83XPvAibaEXe8SnnwrtS3HXHEJbccj0138,0.0
C1F37059XPvAibaEXe9cYfl6D6BtPG7HzaS511bz,6.0
C1F3FE6FXPvAibaEXe8b/WGTXMStzVHcwpmyOQ8v,7.0
C202EB07XPvAibaEXe+RJ/Hp4D2y8xRLY0fsf3rO,7.0
C2100719XPvAibaEXe/BqA0y8R3TRcJ/JtkxsBzj,7.0
C212647BXPvAibaEXe9vhdgqp7cHT6XRtkgyoELO,115.0
C21A84A1XPvAibaEXe97yKczitj7gruQ8IiiA3cC,6.0
C2218479XPvAibaEXe/agc6/owW5CH4478G8f1TP,17.0
C22EEE9DXPvAibaEXe/w5GZwSM37/ywgIFIFqwN6,5.0
C22F36A1XPvAibaEXe+x2tIgaKoPl9vr/r9tPzVv,17.0
C25410F4XPvAibaEXe9IdSrcHHsSQUzzrmLggPTk,6.0
C258090FXPvAibaEXe+8xOEuALaFnddjoP5C82tG,83.0
C26D29CCXPvAibaEXe/IJyK0OmpUJx6H+3SYG0IA,25.0
C27799D3XPvAibaEXe8SRnjkoZQJQlg8y11Bz880,4.0
C27C4BC3XPvAibaEXe+R+jOiVy4LIPWlBbFay3eJ,54.0
C285FDCBXPvAibaEXe9+dT4FRTt+QyRDiOdCvmCB,3.0
C290900AXPvAibaEXe9HEkdBlAiR1SyBoZcj5UY4,34.0
C2916835XPvAibaEXe/c1PHSsZoD+4HMTm6rsJp9,36.0
C29BA38CXPvAibaEXe8oOckqmsrcbVkxwsiKMa6/,15.0
C29DAFF8XPvAibaEXe96MNa+AOhrt1XyTkotNZ7S,46.0
C29EA000XPvAibaEXe8jolcsAIssTLKSQEcU+Uyk,21.0
C2A1E297XPvAibaEXe92yZ7KcyiZXj6yXncckpSx,14.0
C2A27CEBXPvAibaEXe/6nxG016FLXJkXgcRSOrEf,88.0
C2A4C64FXPvAibaEXe/nRR7q+hWy3OGsz3jlcNjw,25.0
C2A4CD6EXPvAibaEXe9A8avg2Xms/5DQ0ccwJXqQ,8.0
C2B1E6E3XPvAibaEXe/8dEMQ5HsLl0oNzoAdc2+1,9.0
C2BD11DDXPvAibaEXe+rbekEfOIw66WgwjGdIlpa,65.0
C2BFCFE6XPvAibaEXe/t7ClCI88v7vvMyl2ysdwy,13.0
C2C54F52XPvAibaEXe/4YH02BDnyTsi29ogVP3by,38.0
C2C6F7BBXPvAibaEXe8XU1E8XgQL2JL1VO7878AZ,4.0
C2DAFC15XPvAibaEXe9G0KjvrV48k8Vl80vjLWav,7.0
C2E231B7XPvAibaEXe8G83HieIGDAJcQYj5Mz1Jd,7.0
C2E7E0F7XPvAibaEXe9fSn/pJ5xyKosTz1gU4gVu,32.0
C2ED6C14XPvAibaEXe/tRbq0ZEBEr/8hzad0hDwj,17.0
C2F4FFDFXPvAibaEXe9vimBQQi0z3yeNSURbrJK7,2.0
C2FC6BBEXPvAibaEXe8P4L0OhtIpH+JvbJlI8oqm,3.0
C307F053XPvAibaEXe+nZBq3b0XEhX8PABYu6iV1,7.0
C310E0EBXPvAibaEXe+CzuGuqTiite0hjTx9CAxr,4.0
C3264F1FXPvAibaEXe8b36blNCVklb0ThGhw7Q6Q,9.0
C32C7BA0XPvAibaEXe/UEORkxzaGRqgeqLoIQ03m,2.0
C33BD288XPvAibaEXe+SqGsEQP8cFM7mzyglpB7y,28.0
C33E2A81XPvAibaEXe9iVGP2L3M0PEgLjlS/5E1z,17.0
C3417CC4XPvAibaEXe8GQO9NuWsqohmNlmFgy838,109.0
C343E141XPvAibaEXe9nUH03wXgLm/f+KWsrj0Dy,3.0
C3465EBFXPvAibaEXe/YCV++RiavqB8eq7xCW1uG,7.0
C34CB14FXPvAibaEXe+dVXFbWVwKlYf2u7qop3EE,104.0
C34CF498XPvAibaEXe/V2dF0qjs8bbDxE9T+yGjr,3.0
C3543184XPvAibaEXe9oautwyg1fuPmlN7ufaWlS,16.0
C35B7D58XPvAibaEXe8p5yvHQtPES5RibWhntIV9,3.0
C3601209XPvAibaEXe9wfTfYufPxvPTmyl8jaiN/,3.0
C361D84EXPvAibaEXe8dLRiXBPuTKzQgQI814MFx,22.0
C3644783XPvAibaEXe/S4a8qPv8Nb0hZR3ga9Z3e,3.0
C370E070XPvAibaEXe8e/5ryJ9Ypubqv5t6wIv15,41.0
C37BE7F0XPvAibaEXe/Fv9q7dZquWZhhd9EzvdVc,11.0
C37DB27DXPvAibaEXe8iDpfibljbVJ6sU2EpMDUK,2.0
C37E9637XPvAibaEXe8VjSa+EGRlUdkauBgqaDRt,66.0
C386EE73XPvAibaEXe+HeL85QGo03ZNOv3tVjTb1,51.0
C38A888DXPvAibaEXe/vUfHFBryeVPhnvfGSfacz,68.0
C38ADA96XPvAibaEXe+9tOqtJ+TlMmhuHNTB5COK,4.0
C39312F4XPvAibaEXe/ZkCDd4JXTLpiW64463phU,4.0
C39EC9E7XPvAibaEXe/d4nFnIhFaQm1KX1sm6B+1,37.0
C3A70311XPvAibaEXe8srCIvWdWtBxE9jCpXe9fz,15.0
C3A8B99EXPvAibaEXe9RaPDysYOKrIRb0/htG+ay,7.0
C3AFF26AXPvAibaEXe8Fsd3dnKA7BaOEUaFxZuti,4.0
C3B47C00XPvAibaEXe/j7U1wtp2b2Ueyv41BSDns,30.0
C3B5C75CXPvAibaEXe9/B4OZKkOpV4c1pHKDiTAR,12.0
C3DAEDCFXPvAibaEXe/dzENE08kOashBhoCozoOi,23.0
C3E0BACEXPvAibaEXe8zBeLfIMmoBC4sDuuDh1j3,25.0
C3E9E775XPvAibaEXe96CsVvWqz3pUlE4Wmu+Htc,31.0
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,12.0
C3FA84B0XPvAibaEXe/WIUWn3FBMGHkK7TKrYEh+,7.0
C410FEC4XPvAibaEXe/odi52as1TQ/z6UAtEIyTx,0.0
C41169F1XPvAibaEXe9V1gtTDRnQF9kTkEvGMi6j,0.0
C413F53EXPvAibaEXe/EvmuerN6w1GE2TkB9iMae,40.0
C417282BXPvAibaEXe+SrLE9JUD3pJ8L3ybcUv+j,8.0
C4177D22XPvAibaEXe8ShsVou4xV2kKzm948kYkg,18.0
C42497E8XPvAibaEXe/WIUWn3FBMGNDDLlZhZFd4,4.0
C42ABD9EXPvAibaEXe9Xj8SSEVd/jfIujlFZYetv,4.0
C437A52DXPvAibaEXe8BJLV8NN5URiX19imR+WtF,158.0
C4400F96XPvAibaEXe/xF5/pNSDnSAnUkegEM/jg,12.0
C445173BXPvAibaEXe+QJ0MB5TsYNZapXQgTqn6M,2.0
C448BDFDXPvAibaEXe/MCL0qpDhx02kv1HHNdQzF,17.0
C45CF8A5XPvAibaEXe9r7HFHeYfyENF0jxWMwJxH,27.0
C467C3DCXPvAibaEXe8+GQryQ1SFFWDYu8IMjaI9,20.0
C467DDB8XPvAibaEXe/vUfHFBryeVC7vUIcxkDSz,32.0
C46B52B7XPvAibaEXe/rR9uJzGOYEijPPcNHBrO2,4.0
C47110EFXPvAibaEXe/PGAaNNWvbUF95KJJbQ6Bs,37.0
C484FC0CXPvAibaEXe/stw5d/QtwDA+rxLkFPY4J,22.0
C499F54BXPvAibaEXe+6Ui7LQICVSRRqQifscjj/,68.0
C4A1C2F2XPvAibaEXe+65Is9PO18G6A7s3TWVdLj,20.0
C4A8B1D5XPvAibaEXe8f4ehXyooRK3PnSFPoBqQP,35.0
C4B38772XPvAibaEXe+Z64Gg7q108LicaFLhBWqn,16.0
C4B38BF6XPvAibaEXe+wbBfkoVhhRuRj2TaFLPfA,12.0
C4B3CA0DXPvAibaEXe/rp0ev/rDe07HQer5abv+7,43.0
C4B57B74XPvAibaEXe+wmtNhlfgIwrNTVgutCknX,23.0
C4B6086FXPvAibaEXe/sgKB4TWbXBfeb0/1n1nVP,49.0
C4C84F07XPvAibaEXe+SqGsEQP8cFNY/5QvfbHIg,124.0
C4CB17FAXPvAibaEXe8PCwJaf/8k/Igla9iXHtJJ,3.0
C4EADCB0XPvAibaEXe8p+Buz4QuyYyhA5wQx1qtp,4.0
C4EE9609XPvAibaEXe+GGliW+AfAjDMilsuoL5J7,4.0
C4F596B7XPvAibaEXe9Qk6hDUWKQXZP98Rz5k643,0.0
C4F69298XPvAibaEXe/t4WKrTmA45Rqptc4R3kvU,4.0
C50D57F6XPvAibaEXe9JdUmjPcaT8u0WARcbO2/5,15.0
C510C768XPvAibaEXe/sZNFvZ3icVne9untkRUZq,72.0
C512C895XPvAibaEXe+4wpotlFp122Nbq/ieGFQn,14.0
C517D178XPvAibaEXe9pqi+c7MRJ+ISokVk6tSoH,13.0
C51EECF2XPvAibaEXe85Y9zb3iTT6sCLSA8CynTS,11.0
C53A9754XPvAibaEXe9AY13hBxopPcPp0J5gyQg8,4.0
C53C1A49XPvAibaEXe8+b4756rik/oDDs7f54rIX,3.0
C545722AXPvAibaEXe9E+yOJSz6HocEJuG3fpsq5,11.0
C5491629XPvAibaEXe+YPFbxvEhFRzX/JV/lNzzc,13.0
C54AE894XPvAibaEXe/CISFtEmjHAOrQNIbSAwbh,3.0
C54D98DEXPvAibaEXe+PmhPN+9CWc/uhHYPBpgfP,14.0
C54DC7ECXPvAibaEXe9ObllUwd9S8viY7ADdmy5s,49.0
C553F9C4XPvAibaEXe+Cg1ybKXIqQdOe89vIYtVC,4.0
C55CAD90XPvAibaEXe8QSVVyFBgPn3VNC2CosqLE,3.0
C55CEDB6XPvAibaEXe/sKOWIYAkjtlMoz7/BjUnS,4.0
C5653867XPvAibaEXe8wlx2/dthDAvgNFAzhdDbA,7.0
C5656EF4XPvAibaEXe8JronDPpKnYl7+sIUV//1a,84.0
C56BD7A5XPvAibaEXe8EJVSfQ2zj4/K3PJpu+m68,23.0
C56D6478XPvAibaEXe8GQO9NuWsqotw/5n9k8E2H,18.0
C571B3E0XPvAibaEXe+H9SMwSoSebDCG6WqagmBl,33.0
C57530A4XPvAibaEXe8hvnm4ihleLVTcBUD7ztLV,20.0
C57E7F21XPvAibaEXe8VekUw4ELehuWMmX7vpi8O,43.0
C580DBB4XPvAibaEXe+/EkvXK98KbcY+Rl3c2lzC,11.0
C58BE754XPvAibaEXe/sDxpKTuGnIJWlPZkVa2Pk,4.0
C58DA8F2XPvAibaEXe/C9fD7Qg6eo1b/ozozLIFP,65.0
C5925E34XPvAibaEXe9aO86Za47HuXSQXHliANAa,12.0
C59E7369XPvAibaEXe8miMZo604NiXc7Jn2Q5K3z,29.0
C5A236CDXPvAibaEXe+uWNYQT31BjlllbRTsM8Xq,22.0
C5B053C5XPvAibaEXe8OUmHa5DLhUYOIB+zexMN+,3.0
C5B7D523XPvAibaEXe9176253k6Mv+qEZvJPK2Z6,18.0
C5BD3990XPvAibaEXe9wR386kYOWu2t5yBmkC/2g,4.0
C5C099DDXPvAibaEXe91GBYfz0Z4eAQRSKdpQM78,13.0
C5C5A6F0XPvAibaEXe8niAS0yeiuzXE6i4n53mHC,50.0
C5C9422CXPvAibaEXe9+TauHu3ZGiVMyqO+HEbIF,29.0
C5D19041XPvAibaEXe+NJiMjcH3vhGZBbbWixTpF,18.0
C5D2BC5BXPvAibaEXe/7gGTHrknGVu3p96IshSaC,24.0
C5D327CCXPvAibaEXe/k62DFAfrQToLklifmYtYd,12.0
C5D3CFA2XPvAibaEXe91j5pgrwAu+pbCtc3W4vK5,29.0
C5D93363XPvAibaEXe+anWE3xWibveSufEOOwIcZ,64.0
C5EBB234XPvAibaEXe+qyHIKpMVpSicpqqqhz8me,15.0
C5F6FAE3XPvAibaEXe/zBf7BW2GCK4ap9QJbAI1Z,10.0
C5F83251XPvAibaEXe8BeS0kgrxaCtDztZepCgw3,20.0
C6081954XPvAibaEXe/yTqQKv0UsdYhCouuFusJz,7.0
C60AAA47XPvAibaEXe+k7kwcfMfIzD1Pr6EnLJFI,22.0
C60B8B5FXPvAibaEXe/t7ClCI88v7nP9bkTu3sLj,11.0
C60C029EXPvAibaEXe9PHS03bFe3hB0U1CBijmXk,4.0
C6114925XPvAibaEXe/Bn5cQSu92WepaWyZsqola,61.0
C6142704XPvAibaEXe88G96lR9q/HVMhBqOaOjJX,4.0
C6158D21XPvAibaEXe/GFbVLDV6SZJQTjNzZsKg1,18.0
C61628C0XPvAibaEXe8WdGcsQTF3yDxTfC1zIue0,6.0
C61BB280XPvAibaEXe99bot/tvXPu9+aSmu4NvTH,25.0
C61BFEFDXPvAibaEXe+1q4RcodP1hF6gdyS2lGxC,35.0
C6226A7EXPvAibaEXe9pqi+c7MRJ+ISxgztwl2uT,27.0
C623F786XPvAibaEXe+ai34rvuG7eJM/sCTB5dlj,8.0
C627D5F1XPvAibaEXe/+BlZNmJebrasMPGQItxLG,42.0
C62EFC3FXPvAibaEXe/nMVGveCiBPbShyjB7c3SX,16.0
C63128F5XPvAibaEXe9Z67almz7y5mrP6fB5MbAb,7.0
C63794B3XPvAibaEXe/qF9LXCbOdoz6ql+5gHpSZ,19.0
C63AAA3FXPvAibaEXe84pwaxft7JN0MwYKm47vVp,3.0
C6452B37XPvAibaEXe8P4L0OhtIpH3+HpgsNMSdi,10.0
C6515EB3XPvAibaEXe9iepFIQz9mxS0wBuCtu87F,32.0
C652408CXPvAibaEXe/baiw3K4HkF5HM+yiC7grI,84.0
C6545BC5XPvAibaEXe/CiA6lhXdOJGe3YfIRunvJ,30.0
C65609F1XPvAibaEXe+8uFpIdo6hoLeyWaOjFpSJ,92.0
C65AE3FFXPvAibaEXe9MljmzNQ4DkRYG+TNoHbRV,59.0
C663E314XPvAibaEXe/HQN1XeSL1BKv/LohqQ+0J,16.0
C6662E8FXPvAibaEXe/5SY0P9d9+ePHIqV5mYmE7,54.0
C669AA3EXPvAibaEXe/QEoeDNKATRxlxJUn/QXQg,6.0
C66F8AA5XPvAibaEXe+qA4yV5f0Y/rGNCmn/lLGD,11.0
C67AE42AXPvAibaEXe8lDGTHF48Rcx8PRgRCexT6,9.0
C687AF0CXPvAibaEXe//eUaw4J38K1EHQA9HEVQt,21.0
C69114B7XPvAibaEXe/NmYryGGvMv+I89KMYfrQl,24.0
C6AA2EE2XPvAibaEXe/8ORM7KmqlhcZ7zMd2K/wG,54.0
C6AAE126XPvAibaEXe/FWKstHRRDnf0u81vfcV3u,18.0
C6B0D2B1XPvAibaEXe+uS3hCcqF/s6qwC/GW/0Sp,19.0
C6CA2B25XPvAibaEXe85v8rw3dwROiVwRqi1yEb6,4.0
C6CD44CFXPvAibaEXe+1Gm1QkI5oN9Li/ks8rtdR,74.0
C6D60DF5XPvAibaEXe+g4B5cywZjwUOIySK7EBfD,20.0
C6D87955XPvAibaEXe8ooYk4mkUGmC0EOMKX8NpL,19.0
C6E5C420XPvAibaEXe8FGyuwtFnKnLrgOMYcAXAq,5.0
C6FBD7C8XPvAibaEXe/KGOYNCaEaWevv6tAqytMz,7.0
C6FDBCEFXPvAibaEXe++gKjMd8C7X87Az4dmsLVd,80.0
C70706C3XPvAibaEXe+CzuGuqTiitQ0gqoVWEL5Z,27.0
C7090952XPvAibaEXe/fF8OchQ9smXYcQMFTyNzi,26.0
C7134271XPvAibaEXe8i4mUElMAMa9AkawWFcwFp,4.0
C71E9357XPvAibaEXe+TUHAdEwrOx/TLDyP4hbS3,3.0
C71F9637XPvAibaEXe9PDEhlfOA/z//49k7K66lo,4.0
C7207E5DXPvAibaEXe9E+yOJSz6HoX6Mqdbyua6x,78.0
C726C6ACXPvAibaEXe/eCkq6I30ZSllYtg3dkuEY,8.0
C7398C3BXPvAibaEXe8caHEFy7zXtWJOH8BRVCeJ,4.0
C7458F42XPvAibaEXe/yIu5NGUZmFyR6Et8lhA1a,4.0
C746AD35XPvAibaEXe/S5mChdnrLm2q3zEsvbew7,89.0
C754F4D9XPvAibaEXe+SyXjMWLMNHLVYhVzwUl6M,3.0
C75E59E4XPvAibaEXe+PZnml5xOwGSfZYYc7s+kz,43.0
C76005A8XPvAibaEXe/X/wixypGyAg54ZpujWGey,11.0
C76D66D3XPvAibaEXe8M65xRrvSEqPudilpgnhsv,52.0
C78522F6XPvAibaEXe+PhKfQb0+XJ+23aVlRLh8x,7.0
C78857DAXPvAibaEXe+UuZ4QW1XoS0CuT9CeY9Z/,41.0
C78C24CDXPvAibaEXe8TrN3vUI8MaJoU4lYh39YH,66.0
C78C9E58XPvAibaEXe9OYybp8vRR18686nYqK5lq,86.0
C797001DXPvAibaEXe8cyAoRoKB5PX0fU8NwzSMq,4.0
C79D845FXPvAibaEXe/Nok7qdNjJRlWbtI3YyrWF,12.0
C7A3EEB6XPvAibaEXe+uRfOPQ+iOmehFyn1h64QD,45.0
C7A72C9CXPvAibaEXe/F8UIBT+N0T7KDgez+bYgy,18.0
C7AAA098XPvAibaEXe9j81k8MH0oJ1DNkrsN8NfH,18.0
C7B14AF1XPvAibaEXe8kQad4U9taeTrRCipKTLbI,8.0
C7B5F97DXPvAibaEXe+Y0lGmaTa/AOdSX+qsP9tW,4.0
C7BA6541XPvAibaEXe+Y5CB/5gt3MOG0zA01mBOp,5.0
C7C6C8DEXPvAibaEXe+dErJK2QKC6dboQe4Tqbjx,31.0
C7C98961XPvAibaEXe/UTqPTjBxFVtKmLCQure30,2.0
C7D61436XPvAibaEXe+nVdC306EMR+0XaW35CAP5,3.0
C7DBC259XPvAibaEXe97Rgv4QH8k8mVCOzn2zYrG,16.0
C7EAC2B2XPvAibaEXe9MpQ5WhbYsPnoPZzOye9FA,4.0
C7EF9C82XPvAibaEXe99j2P15eeB00WXloSqxIij,30.0
C7FBFC3AXPvAibaEXe94ezOUO/11iJIBWXAKMbxx,52.0
C7FC5E61XPvAibaEXe/2X6aOdUt4J16Tvj0yF8jH,79.0
C7FD4A7CXPvAibaEXe+k2gCw0RZzlUaEg26oRWYg,7.0
C7FEF0A4XPvAibaEXe+JOtnwEvC97jdaQ9RuwdsB,4.0
C8011D62XPvAibaEXe8EW55eQakbv6hTxYPlzuI9,0.0
C805294BXPvAibaEXe8cJKtXZaLmvXmkH+PgfnFb,2.0
C8062C0DXPvAibaEXe+Gf10rrPWIyr4sLBxKXudI,4.0
C813938CXPvAibaEXe/8ORM7KmqlhfyEgJ5dftxr,47.0
C81BED06XPvAibaEXe/D+7l5keqQGDS54rcVT3ZI,3.0
C8210BA9XPvAibaEXe/hGQxqUqhtAQo/MVN7o0mw,3.0
C82E06AEXPvAibaEXe8PuXjFLA9nLD01Bv27kcFx,4.0
C83770A2XPvAibaEXe9J9iOYucV9B86jpu88hN9e,18.0
C83A25DCXPvAibaEXe9X5bpEKoa0mpWrB2A9Cxkr,16.0
C83F9C5FXPvAibaEXe/7kKaS8/f9RbtZXklFhzZ+,6.0
C84C28C4XPvAibaEXe+FlGMOQh06KXBmxPYgbkH4,6.0
C85CAC55XPvAibaEXe8eWl5Nr7OWQnSDhPbn24Ji,90.0
C85FB68EXPvAibaEXe8qBtIUs9INC/7IxCWzbm9A,4.0
C8682BC1XPvAibaEXe/twT+sf632fbl6k0Q4eVe8,8.0
C86C58EEXPvAibaEXe/pUCoSzsabJpeXq11qv0LW,5.0
C86E80EAXPvAibaEXe8JRliMuqssCD34i2qCrEtf,4.0
C874CFE6XPvAibaEXe8wj1bWOnrKYRZ7QU3p/E1s,6.0
C893DAA7XPvAibaEXe/rp0ev/rDe0284uT9fThgA,13.0
C89827ADXPvAibaEXe+kufBIlPDTdYEweIsfZ8yA,29.0
C8A28DDBXPvAibaEXe9N1zCEN2FQqCqg1nmpRDMr,6.0
C8A3F412XPvAibaEXe+uWtCFQV0fxlmcLPupNP8F,28.0
C8BAF3B5XPvAibaEXe/cv+jm0W5r/VzL3HOzVNxs,21.0
C8C31BA1XPvAibaEXe/MCL0qpDhx01OdVJufXzvF,23.0
C8C4E0F7XPvAibaEXe+0Dwp+QXLoYhMctx8Zb86s,7.0
C8C56A1BXPvAibaEXe+1qnC7LACO/ZvUWruiez8N,6.0
C8C86771XPvAibaEXe+Y0lGmaTa/AGT+Gva5fk/x,4.0
C8CA95F4XPvAibaEXe8KQ+dBN9lrefdvgmUVw1Sn,8.0
C8D5F11CXPvAibaEXe/zT99h3DDtvVTLXtJ48EIp,4.0
C8F58FBDXPvAibaEXe/SqPunOb7eNJzv7TaEzffu,50.0
C8F788F8XPvAibaEXe9hSzSdeSAT0pT8Qe3Tkx/w,15.0
C8F84C92XPvAibaEXe8HoD4Gp+zDKv7VTH4rOzcZ,17.0
C921B292XPvAibaEXe+yoVqlRbTtNm6VjOueHRAQ,4.0
C9225DC0XPvAibaEXe+sRe0ac318A5QEIfvPPToT,35.0
C922E427XPvAibaEXe8X/UxhAbbOG1VSHOvQrWYR,8.0
C9365213XPvAibaEXe+ZElE6oab11Y/Gv8wCUU9Z,15.0
C9370AC9XPvAibaEXe/eCkq6I30ZSv1tTDLa2dnf,72.0
C939DE78XPvAibaEXe9vimBQQi0z35QrDyf/W7fs,7.0
C950E286XPvAibaEXe/n+mfOnlSouOV0BvjIOOs2,59.0
C95446EAXPvAibaEXe8zi/ZLIzSiuPtVoeSp3gT7,21.0
C95589A4XPvAibaEXe/1bsgFpjh4A+tDulPi2V+k,39.0
C957047EXPvAibaEXe/9fru3D939y8wPRkMyfrOt,91.0
C96C18B6XPvAibaEXe/NmYryGGvMv1xxHM83ME1D,24.0
C974A3F5XPvAibaEXe+4OTPvnL5gPw992xn6q9Y4,17.0
C97B75EFXPvAibaEXe/r5MZmMPRuFf6N4efI/tWa,3.0
C97EA459XPvAibaEXe9ObllUwd9S8nCNwB+D7BCO,22.0
C98584ACXPvAibaEXe8x8S8Fn/vYptJQN12+0LUI,7.0
C988F8D6XPvAibaEXe8AEUw13Ud6Ki6zuOGdFDh7,10.0
C999DC41XPvAibaEXe8CZDRB45S33GBLxrowyIYa,1.0
C9B43D94XPvAibaEXe+QB1KcpJgV/++x2ark4A7F,26.0
C9B9CF54XPvAibaEXe8a4mdANazFZEOfhv1TIlec,7.0
C9C32ADBXPvAibaEXe8REVTdmhazkbYX+nuAfK+/,2.0
C9C93621XPvAibaEXe99gQY5BI6dNpoxz5HhIC2l,9.0
C9CBA014XPvAibaEXe/e3wHqvCjlSNyGlPbinsfM,40.0
C9CD6314XPvAibaEXe8LX4hhYKrFZr9FZE839SqA,24.0
C9D228D3XPvAibaEXe9CtFSNMbfIz5anWOr7fOCK,22.0
C9D69A97XPvAibaEXe/Pqspu2izTuZQZ9cqNWU6U,19.0
C9E0867FXPvAibaEXe8NZ2cy8d9iU0lAMCqu+Q2n,4.0
C9E792F7XPvAibaEXe8+xofxH2TbE08sJ60qiz1h,52.0
C9F03E02XPvAibaEXe/AtEQY1n7++bePrGcmCDns,47.0
C9F39B98XPvAibaEXe/+LUQSkk9bmDTOalD9tLtU,6.0
C9FC6C3FXPvAibaEXe8zBeLfIMmoBNu79kGcYn5S,14.0
CA036934XPvAibaEXe9IdSrcHHsSQejV9ulBfZQw,107.0
CA1AAB47XPvAibaEXe+IhxfprKO/fRGzaYhr9nTW,30.0
CA25F565XPvAibaEXe/LckbkWFMZyRe6v/gxFXxd,18.0
CA2ACA08XPvAibaEXe86krjHGvaiWw+19X3b0YzT,9.0
CA308DB5XPvAibaEXe8R2Rbk2WiF3AZb0IJiKLPj,8.0
CA375264XPvAibaEXe++R9hzjt1s7+Ez3p2VVMpq,3.0
CA4BA72CXPvAibaEXe+ai34rvuG7eKKTfxrCI2Qf,3.0
CA504C13XPvAibaEXe/YimriKiaJWAkzomXb5JC6,92.0
CA52FDF9XPvAibaEXe8Vqbyt4MXULFLqshtUp8bJ,42.0
CA5A0709XPvAibaEXe8nuCevWXzMuzw6QE/6MyA3,4.0
CA64881CXPvAibaEXe91kmICrkek2nCnuij6IyOE,9.0
CA6C7872XPvAibaEXe/baq/wvVlH/rxDMQPyZz1D,3.0
CA709E76XPvAibaEXe9LgoVobBD2datZjdVa1H2B,4.0
CA775739XPvAibaEXe9j1fI1hRMZJhlfAPpStEoS,47.0
CA7AC510XPvAibaEXe/BJuSl0HxpAarDbKSXnjHp,28.0
CA7F7DF0XPvAibaEXe+1Gm1QkI5oN6FWCojqmX/R,26.0
