mssv,diem_tt,OTHER,THPT,ĐGNL,hedt_CLC,hedt_CNTN,hedt_CQUI,hedt_CTTT,hedt_KSTN,khoa_CNPM,khoa_HTTT,khoa_KHMT,khoa_KTMT,khoa_KTTT,khoa_MMT&TT,chuyennganh2_7340122_CLC,chuyennganh2_7340122_CQ,chuyennganh2_7480101_CLC,chuyennganh2_7480101_CQ,chuyennganh2_7480101_CTTN,chuyennganh2_7480102_CLC,chuyennganh2_7480102_CQ,chuyennganh2_7480103_CLC,chuyennganh2_7480103_CQ,chuyennganh2_7480104_CLC,chuyennganh2_7480104_CQ,chuyennganh2_7480104_CTTT,chuyennganh2_7480106_CLC,chuyennganh2_7480106_CQ,chuyennganh2_7480109_CQ,chuyennganh2_7480201_CLC,chuyennganh2_7480201_CQ,chuyennganh2_7480202_CLC,chuyennganh2_7480202_CQ,chuyennganh2_7480202_CTTN,noisinh_0,noisinh_1,noisinh_2,noisinh_3,noisinh_4,noisinh_5,noisinh_6,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16,label
50DCC381XPvAibaEXe/zT99h3DDtvTgTBI1z6Q2+,21.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.37,6.8,-1.0,8.15,7.16,-1.0,7.89,8.77,-1.0,7.99,7.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,95.0,100.0,74.0,58.0,-1.0,-1.0,1
C8D5F11CXPvAibaEXe/zT99h3DDtvVTLXtJ48EIp,21.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.11,7.16,-1.0,6.93,7.57,-1.0,7.62,7.03,-1.0,7.78,7.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0,80.0,0.0,82.0,89.0,74.0,58.0,-1.0,-1.0,1
4BBEC540XPvAibaEXe/zT99h3DDtvRYWNXD2gFdl,19.7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.34,5.5,-1.0,5.38,6.76,0.0,6.47,7.76,-1.0,7.63,4.95,-1.0,5.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,95.0,100.0,71.0,72.0,-1.0,-1.0,2
EB772A32XPvAibaEXe/zT99h3DDtvTNj1HxeDAs3,23.1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.78,8.26,-1.0,8.01,7.44,-1.0,7.85,8.0,-1.0,8.02,5.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0,82.0,0.0,85.0,100.0,88.0,58.0,-1.0,-1.0,1
00A6F5DAXPvAibaEXe/zT99h3DDtvT/brt/zZ/RZ,22.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.54,4.6,-1.0,6.04,5.79,0.0,6.73,7.62,-1.0,7.28,5.23,-1.0,5.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,80.0,0.0,100.0,0.0,70.0,0.0,96.0,0.0,84.0,84.0,60.0,67.0,-1.0,-1.0,2
D4EC1125XPvAibaEXe/zT99h3DDtvTOP1++T+8ZD,20.55,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,6.88,-1.0,8.23,7.21,-1.0,7.46,8.85,-1.0,7.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,80.0,0.0,90.0,0.0,100.0,0.0,89.0,0.0,86.0,92.0,56.0,50.0,-1.0,-1.0,1
73C8223FXPvAibaEXe/mbD1XVEM0xx/g93VJJZco,19.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.83,4.9,6.75,5.84,5.93,-1.0,8.0,7.82,-1.0,7.32,6.29,5.6,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,80.0,0.0,84.0,0.0,70.0,0.0,90.0,0.0,94.0,79.0,62.0,73.0,-1.0,-1.0,1
F2D773AEXPvAibaEXe/mbD1XVEM0x6PCACQrEPgt,19.2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.55,6.46,-1.0,6.76,7.53,-1.0,6.99,7.99,-1.0,8.92,7.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0,94.0,0.0,100.0,100.0,94.0,58.0,-1.0,-1.0,1
9BA5DCE1XPvAibaEXe/mbD1XVEM0x9309+/8X221,23.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.29,7.87,-1.0,7.48,7.96,-1.0,8.48,8.25,-1.0,8.49,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,95.0,0.0,83.0,0.0,74.0,0.0,90.0,0.0,96.0,100.0,89.0,-1.0,-1.0,-1.0,0
D049DC36XPvAibaEXe/mbD1XVEM0x6gxUNA8LSdg,22.65,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.36,6.62,-1.0,6.74,7.87,-1.0,8.48,8.28,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,75.0,0.0,81.0,0.0,79.0,0.0,96.0,0.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,1
AAB18056XPvAibaEXe/mbD1XVEM0x5yh9ElUhrii,23.45,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.09,8.51,-1.0,7.6,8.3,-1.0,8.09,8.85,-1.0,8.12,3.67,-1.0,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,96.0,76.0,73.0,-1.0,-1.0,0
1252CDC5XPvAibaEXe/Ep1mHRpPbrAWrtiD/zDbo,20.05,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.17,8.05,-1.0,7.44,7.26,-1.0,6.28,8.07,-1.0,7.66,7.5,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,85.0,0.0,100.0,0.0,79.0,0.0,77.0,0.0,81.0,100.0,74.0,58.0,-1.0,-1.0,1
118C64BBXPvAibaEXe/Ep1mHRpPbrLvgnj8o+YnO,22.1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,7.31,-1.0,5.9,5.7,-1.0,7.2,6.14,-1.0,8.14,5.61,-1.0,5.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,95.0,0.0,79.0,0.0,82.0,0.0,88.0,0.0,86.0,87.0,62.0,62.0,-1.0,-1.0,1
27EC8551XPvAibaEXe/Ep1mHRpPbrLtblYsMpLBb,20.4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,7.85,-1.0,7.71,7.37,0.0,7.5,5.88,-1.0,5.93,6.23,-1.0,8.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,83.0,0.0,84.0,0.0,74.0,0.0,93.0,0.0,80.0,85.0,75.0,73.0,-1.0,-1.0,1
7D2BFCCEXPvAibaEXe/Ep1mHRpPbrLnl5rhjFSXj,20.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.06,7.03,-1.0,6.18,5.69,-1.0,6.89,9.04,-1.0,8.57,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,80.0,0.0,97.0,0.0,80.0,0.0,86.0,0.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,1
DC25935BXPvAibaEXe/Ep1mHRpPbrHHFP9gXkxuF,22.45,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.08,8.39,-1.0,8.79,8.01,-1.0,8.61,8.59,-1.0,7.77,0.9,-1.0,6.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,88.0,79.0,-1.0,-1.0,0
0F89E6EDXPvAibaEXe/Ep1mHRpPbrO+lZuche+jJ,19.55,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.96,6.28,-1.0,6.44,6.8,-1.0,6.83,6.81,-1.0,5.61,6.37,-1.0,6.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,90.0,0.0,82.0,0.0,72.0,0.0,72.0,0.0,82.0,84.0,82.0,69.0,-1.0,-1.0,2
3ABF234EXPvAibaEXe/Ep1mHRpPbrIV1dK9G8oO4,23.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.03,7.99,-1.0,2.47,6.93,-1.0,7.37,6.81,-1.0,7.04,5.94,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,88.0,0.0,75.0,0.0,77.0,0.0,100.0,0.0,91.0,74.0,60.0,58.0,-1.0,-1.0,1
743D8E7DXPvAibaEXe/Ep1mHRpPbrAJWw/bG0cjT,21.55,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.92,4.83,-1.0,4.83,7.11,-1.0,6.77,7.63,-1.0,6.65,4.04,5.7,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,80.0,0.0,75.0,0.0,79.0,0.0,75.0,0.0,79.0,82.0,71.0,69.0,-1.0,-1.0,2
23284746XPvAibaEXe+Hl3bsG7JYGhauxgITF0XA,22.35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.84,6.34,8.5,6.04,6.79,-1.0,7.18,8.15,-1.0,8.21,6.94,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,75.0,0.0,84.0,0.0,82.0,0.0,77.0,0.0,86.0,100.0,92.0,58.0,-1.0,-1.0,1
450FDF7AXPvAibaEXe+Hl3bsG7JYGtGcv0oGkyMW,21.25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.83,7.87,-1.0,8.2,8.01,-1.0,8.49,7.83,-1.0,9.2,8.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,75.0,0.0,90.0,0.0,96.0,0.0,100.0,0.0,99.0,86.0,94.0,-1.0,-1.0,-1.0,0
F0FFA866XPvAibaEXe+Hl3bsG7JYGg4+Wgmy8K3a,24.15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.14,7.26,-1.0,7.25,8.0,-1.0,7.91,8.76,-1.0,8.17,9.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,0.0,65.0,0.0,80.0,0.0,81.0,0.0,83.0,0.0,81.0,96.0,71.0,58.0,-1.0,-1.0,0
AE645B6AXPvAibaEXe9gJazs/pDnMdwe1Keiga3U,23.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.59,8.22,-1.0,7.63,8.64,-1.0,7.51,8.23,-1.0,8.84,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,95.0,0.0,100.0,0.0,90.0,0.0,100.0,0.0,91.0,100.0,100.0,58.0,-1.0,-1.0,0
5243E1AFXPvAibaEXe9gJazs/pDnMcxUFZc/mqY0,19.6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.25,3.17,5.5,6.25,6.95,-1.0,4.7,6.81,-1.0,7.39,5.02,-1.0,6.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,78.0,0.0,81.0,0.0,82.0,0.0,76.0,0.0,77.0,82.0,73.0,69.0,-1.0,-1.0,2
124D88ACXPvAibaEXe9gJazs/pDnMUzNEGDt+CRN,17.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5,7.61,8.5,7.86,7.65,-1.0,7.4,8.51,-1.0,8.76,7.69,-1.0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,71.0,-1.0,-1.0,1
DCD8444BXPvAibaEXe9gJazs/pDnMbNHcOHA7kw/,21.6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.55,7.11,-1.0,5.46,6.62,-1.0,6.26,5.45,-1.0,6.85,6.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,0.0,100.0,0.0,100.0,92.0,75.0,58.0,-1.0,-1.0,2
2D21BD05XPvAibaEXe9gJazs/pDnMS23gPJJ13Ul,26.25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.37,7.6,-1.0,8.43,8.22,-1.0,8.69,8.03,-1.0,8.73,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,75.0,0.0,91.0,0.0,85.0,0.0,100.0,0.0,96.0,100.0,92.0,58.0,-1.0,-1.0,0
9D6F8246XPvAibaEXe9gJazs/pDnMdGFADeMflZI,24.45,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.74,4.32,-1.0,6.37,7.55,-1.0,6.28,6.5,-1.0,6.61,6.42,-1.0,3.55,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,68.0,0.0,69.0,0.0,81.0,0.0,77.0,0.0,72.0,77.0,72.0,58.0,-1.0,-1.0,2
C8C56A1BXPvAibaEXe+1qnC7LACO/ZvUWruiez8N,20.25,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.19,6.6,-1.0,6.35,7.89,-1.0,6.48,8.58,-1.0,8.36,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,80.0,0.0,85.0,0.0,85.0,0.0,81.0,0.0,100.0,100.0,76.0,50.0,-1.0,-1.0,1
0398BD47XPvAibaEXe+1qnC7LACO/Xq5fbBTAgzN,22.45,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.07,6.52,-1.0,6.54,6.81,-1.0,5.56,4.86,-1.0,5.4,3.86,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,90.0,0.0,91.0,0.0,69.0,0.0,70.0,0.0,71.0,87.0,56.0,58.0,-1.0,-1.0,3
D07D1304XPvAibaEXe+1qnC7LACO/elIJecXjBm2,19.4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.65,6.88,-1.0,6.91,7.44,-1.0,7.88,8.05,-1.0,8.28,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,90.0,0.0,97.0,0.0,84.0,0.0,96.0,0.0,94.0,100.0,94.0,58.0,-1.0,-1.0,1
86B3B846XPvAibaEXe+1qnC7LACO/VtQXe02bIe6,21.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.41,8.14,-1.0,7.78,7.66,-1.0,7.5,8.2,-1.0,9.11,9.5,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,90.0,0.0,100.0,0.0,90.0,0.0,93.0,0.0,90.0,100.0,95.0,-1.0,-1.0,-1.0,0
77D80081XPvAibaEXe/k16nYNlOi0W0U3nHBxgRa,19.9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.36,7.08,-1.0,7.66,8.46,-1.0,7.97,7.81,-1.0,8.66,7.8,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,97.0,-1.0,-1.0,-1.0,1
7107C546XPvAibaEXe/k16nYNlOi0c+qQn2thWZm,24.35,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.54,6.09,-1.0,6.28,7.76,-1.0,5.95,5.74,-1.0,8.85,8.79,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,68.0,0.0,81.0,0.0,95.0,0.0,79.0,0.0,75.0,100.0,86.0,58.0,-1.0,-1.0,1
1882B930XPvAibaEXe/k16nYNlOi0X9eli0+3mI8,20.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.55,4.7,-1.0,4.79,6.4,0.0,6.11,7.88,-1.0,7.07,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,93.0,81.0,58.0,-1.0,-1.0,1
DF3C1EA7XPvAibaEXe8oT/p9f7Hpvc+sWUwvzn0+,20.9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.12,5.75,-1.0,5.99,6.75,-1.0,6.85,7.77,-1.0,7.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,75.0,0.0,81.0,0.0,85.0,0.0,83.0,0.0,86.0,82.0,56.0,50.0,-1.0,-1.0,2
D9303362XPvAibaEXe8oT/p9f7Hpvc75IO73a7zN,23.95,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.0,7.08,-1.0,7.47,7.57,-1.0,7.76,7.93,-1.0,8.03,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,85.0,0.0,84.0,0.0,79.0,0.0,82.0,0.0,91.0,95.0,97.0,58.0,-1.0,-1.0,1
2CAFB3D7XPvAibaEXe8oT/p9f7HpvbB1VZUB2zjC,22.25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.87,8.52,-1.0,7.28,8.53,-1.0,8.51,8.52,-1.0,8.55,6.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,90.0,0.0,100.0,0.0,86.0,0.0,100.0,0.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,0
42199D8BXPvAibaEXe8oT/p9f7HpveAVDY7l4vTt,20.65,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.48,6.1,8.5,6.92,7.18,-1.0,7.16,7.49,-1.0,8.24,-1.0,-1.0,7.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,80.0,0.0,86.0,0.0,79.0,0.0,81.0,0.0,91.0,83.0,66.0,-1.0,-1.0,-1.0,1
B1EA4A9EXPvAibaEXe8oT/p9f7HpvUf1MQPdsSuF,21.6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.15,6.56,-1.0,6.89,6.68,-1.0,7.04,6.96,-1.0,8.44,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,80.0,0.0,64.0,0.0,64.0,0.0,66.0,0.0,64.0,86.0,86.0,58.0,-1.0,-1.0,1
C463356CXPvAibaEXe8oT/p9f7HpvUd/CRKejH0I,20.7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.55,8.14,-1.0,8.88,7.82,-1.0,8.43,7.63,-1.0,8.2,9.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,96.0,96.0,-1.0,-1.0,-1.0,0
CA5A0709XPvAibaEXe8nuCevWXzMuzw6QE/6MyA3,22.2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.16,7.02,-1.0,5.83,7.7,-1.0,7.33,7.72,-1.0,8.68,3.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,85.0,0.0,79.0,0.0,90.0,0.0,83.0,0.0,88.0,100.0,91.0,-1.0,-1.0,-1.0,1
933571C7XPvAibaEXe8nuCevWXzMu0ArWAnhDGG6,20.65,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.36,6.43,-1.0,8.04,7.76,-1.0,8.11,8.46,-1.0,9.09,9.5,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,0
324A551FXPvAibaEXe8nuCevWXzMu02d/QPy3aml,22.65,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.46,6.11,-1.0,7.08,7.31,-1.0,7.74,8.36,-1.0,8.68,7.95,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,75.0,0.0,88.0,0.0,74.0,0.0,74.0,0.0,91.0,100.0,94.0,58.0,-1.0,-1.0,1
9C33BE45XPvAibaEXe8CWH5HVeMbzrlc7EvcttDo,19.65,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.39,6.28,-1.0,6.51,7.78,-1.0,6.4,6.08,-1.0,5.96,5.47,-1.0,7.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,78.0,0.0,81.0,0.0,76.0,0.0,77.0,0.0,69.0,78.0,78.0,71.0,-1.0,-1.0,2
