mssv,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
7F500A90XPvAibaEXe9kEUKWGqhXVNhPAYoBaaTS,0.8619999999999999,0.7969999999999999,-1.0,0.8400000000000001,0.837,-1.0,0.8480000000000001,0.933,-1.0,0.8460000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9,0.95,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7F545E8AXPvAibaEXe9pXJcjrAt8XvrJ5qyJ0OB7,0.8150000000000001,0.829,-1.0,0.8,0.915,-1.0,0.8859999999999999,0.974,-1.0,0.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,1.0,1.0,0.95,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7F6C98BEXPvAibaEXe/GFbVLDV6SZPFa9+HD0pSw,0.7849999999999999,0.701,-1.0,0.7030000000000001,0.834,-1.0,0.806,0.835,-1.0,0.768,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.7,0.79,0.84,0.84,0.66,0.7,0.8,0.75,0.6,0.625,0.45454545454545453,-1.0,-1.0,-1.0,-1.0
7F8E6556XPvAibaEXe/Bn5cQSu92WW9hSgwhnu8h,0.625,0.597,0.6,0.6519999999999999,0.65,-1.0,0.8130000000000001,0.8039999999999999,-1.0,0.714,0.6799999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.84,0.91,0.91,1.0,1.0,0.98,0.83,0.92,0.83,0.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7F926D52XPvAibaEXe+A3Tjfwxprojp89WZoXXiu,0.5589999999999999,0.634,-1.0,0.649,0.623,-1.0,0.567,0.7030000000000001,-1.0,0.641,0.6809999999999999,-1.0,0.761,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.78,0.75,0.8,0.8,0.64,0.73,0.69,0.73,0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7F9BCB64XPvAibaEXe/WSo41+3xFkIxBymBcPpdb,0.52,0.44699999999999995,0.1,0.40199999999999997,0.24700000000000003,0.693,0.368,0.373,0.553,0.741,0.43600000000000005,0.32999999999999996,0.307,0.08,-1.0,-1.0,0.0,0.38,-1.0,0.0,-1.0,-1.0,0.96,0.82,0.82,0.91,0.91,0.82,0.78,0.48,0.52,0.6,0.6375,0.7142857142857143,0.3333333333333333,0.8333333333333334,-1.0,-1.0
7FA8CDB0XPvAibaEXe+dVXFbWVwKlXHfXiR7TH2V,0.786,0.6759999999999999,-1.0,0.762,0.725,-1.0,0.595,0.763,-1.0,0.5700000000000001,0.828,-1.0,0.779,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,0.71,0.8,0.75,0.67,0.78,0.7,0.81,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7FBD0513XPvAibaEXe+ltCXpm838vaXT1ZHB2inA,0.642,0.43600000000000005,-1.0,0.6769999999999999,0.562,0.54,0.375,0.244,-1.0,0.515,0.564,0.77,0.629,0.709,-1.0,0.5690000000000001,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,0.83,0.46,0.46,0.27,0.63,0.56,0.25,0.28,0.65,0.55,0.7792207792207793,0.2,-1.0,-1.0,-1.0
7FC289D3XPvAibaEXe+uWtCFQV0fxq9jgUKt3P5j,0.629,0.795,-1.0,0.8039999999999999,0.7769999999999999,-1.0,0.7809999999999999,0.716,-1.0,0.835,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,0.78,0.85,1.0,0.94,0.74,0.81,0.96,0.86,0.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7FCDDD97XPvAibaEXe/btl79MArZLHZ91Yi5oI81,0.882,0.766,-1.0,0.8140000000000001,0.769,-1.0,0.8109999999999999,0.8640000000000001,0.8300000000000001,0.8119999999999999,0.874,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,0.85,0.85,0.85,0.9,0.88,0.81,0.85,0.8,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7FCFB3B1XPvAibaEXe92Jin2iMtHCo1x47Wpnc7g,0.736,0.558,-1.0,0.7030000000000001,0.724,-1.0,0.787,0.79,-1.0,0.5820000000000001,0.796,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.73,0.7,0.8,0.75,0.65,0.6,0.74,0.71,0.58,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7FF35BCAXPvAibaEXe9d+rE/yvWoKAdRGq/VvcQD,0.7809999999999999,0.732,-1.0,0.825,0.8220000000000001,-1.0,0.728,0.8460000000000001,-1.0,0.877,0.913,-1.0,0.882,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,0.69,0.64,0.7,0.8,0.75,0.91,0.85,0.8,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8003DB77XPvAibaEXe+uS3hCcqF/szDKZkQ/twhY,0.706,0.599,-1.0,0.8,0.772,-1.0,0.764,0.849,-1.0,0.746,0.6799999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,0.9,1.0,0.95,0.95,1.0,1.0,0.87,0.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
801DF1A4XPvAibaEXe8091B3Eu2czKOF2ZheWCS+,0.6910000000000001,0.7070000000000001,-1.0,0.778,0.732,-1.0,0.65,0.618,-1.0,0.765,0.89,-1.0,0.75,0.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.7,0.68,0.73,0.86,0.74,0.79,0.86,0.86,0.66,0.475,0.7662337662337663,-1.0,-1.0,-1.0,-1.0
80201DF4XPvAibaEXe9sDqR+NysAHuopBbLG2m03,0.706,0.548,-1.0,0.766,0.675,-1.0,0.5700000000000001,0.588,-1.0,0.389,0.41,0.0,0.509,0.485,-1.0,0.42000000000000004,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.87,1.0,0.88,0.58,0.64,0.71,0.7,0.65,0.625,0.45454545454545453,0.1111111111111111,-1.0,-1.0,-1.0
803EF892XPvAibaEXe+sfU1lcH9y3yNwe+gW9F93,0.434,0.417,0.33999999999999997,0.61,0.475,0.6599999999999999,0.366,0.626,0.515,0.5309999999999999,0.581,-1.0,0.629,0.023,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.67,0.67,0.6,0.6,0.64,0.79,0.66,0.69,0.78,0.825,0.7142857142857143,-1.0,-1.0,-1.0,-1.0
80603101XPvAibaEXe+Ps8zYokGtSWWSdKd2DDTs,0.5429999999999999,0.27,-1.0,0.5780000000000001,0.558,0.655,0.596,0.649,-1.0,0.709,0.629,-1.0,0.8009999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,0.8,0.8,0.75,0.79,0.77,0.71,0.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
80655820XPvAibaEXe8lzySxhHiT0asFjWSgCSuX,0.692,0.607,-1.0,0.78,0.835,-1.0,0.593,0.6809999999999999,-1.0,0.607,0.827,-1.0,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.76,0.9,0.8,0.9,0.79,0.9,0.81,0.78,0.68,0.58,0.475,-1.0,-1.0,-1.0,-1.0,-1.0
8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5,0.434,0.595,0.74,0.6980000000000001,0.732,-1.0,0.741,0.775,-1.0,0.6950000000000001,0.6559999999999999,-1.0,0.795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.79,0.89,0.89,0.93,0.93,0.94,0.88,0.77,0.6,0.71,0.7,0.7142857142857143,-1.0,-1.0,-1.0,-1.0
80790C23XPvAibaEXe83V/kFvw2bBdHxAZUKwYd8,0.472,0.603,0.357,0.65,0.42000000000000004,-1.0,0.526,0.625,-1.0,0.42000000000000004,0.492,0.2,0.253,0.702,-1.0,0.5650000000000001,0.508,-1.0,-1.0,0.8699999999999999,-1.0,-1.0,1.0,0.89,0.89,0.97,0.97,0.82,0.85,0.79,0.71,0.46,0.7,0.6883116883116883,0.4222222222222222,0.9666666666666667,0.0,-1.0
8080E79DXPvAibaEXe/m6K07u0dn93gyyobNKwwO,0.55,0.5519999999999999,-1.0,0.716,0.7230000000000001,0.76,0.868,0.726,-1.0,0.8099999999999999,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,0.75,0.6,0.74,0.35,0.62,0.58,0.67,0.55,0.48,0.5625,0.45454545454545453,0.1111111111111111,-1.0,-1.0,-1.0
809877DCXPvAibaEXe8/3iNqySORb/0vLoIti8Og,0.732,0.73,-1.0,0.806,0.881,-1.0,0.786,0.826,-1.0,0.873,0.9109999999999999,-1.0,0.8800000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.81,0.76,0.76,0.78,0.78,0.74,0.78,0.8,0.72,0.8,0.875,-1.0,-1.0,-1.0,-1.0,-1.0
80C9E79AXPvAibaEXe8B6jbWYL2ytJw1GV8fZ6RW,0.749,0.833,-1.0,0.722,0.751,-1.0,0.843,0.819,-1.0,0.8150000000000001,0.786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.85,0.9,0.8,0.95,1.0,1.0,0.94,0.71,0.66,0.475,-1.0,-1.0,-1.0,-1.0,-1.0
80D748FBXPvAibaEXe/ZkCDd4JXTLutH1IQdqviy,0.7230000000000001,0.783,-1.0,0.826,0.8109999999999999,-1.0,0.768,0.8150000000000001,-1.0,0.833,0.746,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,0.88,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
80DC25ADXPvAibaEXe9DjwUQ+Cta8TJ0gcpyEAkF,0.833,0.788,-1.0,0.7230000000000001,0.6519999999999999,-1.0,0.614,0.641,-1.0,0.649,0.35,-1.0,0.10600000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.92,0.96,0.69,0.6,0.76,0.75,0.67,0.63,0.7,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
80E552E4XPvAibaEXe+LLvbxzunmJKfwH0Ij28RY,0.625,0.642,0.7,0.682,0.827,-1.0,0.82,0.8230000000000001,-1.0,0.784,0.843,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.77,0.77,0.77,0.77,0.98,0.98,1.0,0.81,0.7,0.7375,0.6233766233766234,0.4,-1.0,-1.0,-1.0
80EB2FFFXPvAibaEXe9g6r/97VInJkZhfYdS0/r3,0.8539999999999999,0.86,-1.0,0.806,0.866,-1.0,0.795,0.8390000000000001,-1.0,0.818,0.7070000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.9,0.95,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
80FA351CXPvAibaEXe8CN9MRovh0mPhPinh+dczq,0.738,0.671,-1.0,0.738,0.725,-1.0,0.644,0.771,-1.0,0.666,0.45,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.11299999999999999,-1.0,-1.0,-1.0,0.62,0.81,0.8,0.88,0.85,0.75,0.81,0.76,0.73,0.58,0.375,0.45454545454545453,0.1111111111111111,-1.0,-1.0,-1.0
8102A180XPvAibaEXe9ASX2YKqk5AdNqCDkyFwYx,0.768,0.7,-1.0,0.794,0.8140000000000001,-1.0,0.5820000000000001,0.734,-1.0,0.692,0.819,-1.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.58,0.61,0.8,0.8,0.75,0.8,0.81,0.81,0.86,0.58,0.475,0.7532467532467533,-1.0,-1.0,-1.0,-1.0
8103E225XPvAibaEXe8b36blNCVklW5O7YWCCp/A,0.666,0.692,-1.0,0.732,0.755,-1.0,0.705,0.6759999999999999,-1.0,0.773,0.767,-1.0,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.75,0.86,0.85,0.83,0.69,0.98,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8107C15DXPvAibaEXe/W1ZBpbjj8QUeviTscoYLJ,0.8800000000000001,0.865,-1.0,0.796,0.876,-1.0,0.95,0.8480000000000001,-1.0,0.901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.95,1.0,0.9,0.9,1.0,1.0,0.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8119778BXPvAibaEXe/Ojw5gA+9jXjWsvTAxgD/k,0.8009999999999999,0.588,-1.0,0.8320000000000001,0.75,0.82,0.726,0.753,0.8800000000000001,0.756,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.76,0.9,0.95,0.95,0.9,0.8,0.98,0.96,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
811B1775XPvAibaEXe+nNcqpVbk9mTC7ZbTaD86+,0.875,0.651,-1.0,0.77,0.706,-1.0,0.708,0.7929999999999999,-1.0,0.778,0.85,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.85,0.88,0.89,0.74,0.79,0.74,0.81,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81210C39XPvAibaEXe+72vl6t/d8GS91bhcSkmKu,0.8009999999999999,0.775,-1.0,0.784,0.8230000000000001,-1.0,0.853,0.754,-1.0,0.844,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.73,0.68,0.68,0.68,0.9,0.94,0.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81233B90XPvAibaEXe+xRE5267JUoLfdgZWsdAhr,0.9029999999999999,0.7889999999999999,-1.0,0.835,0.8960000000000001,-1.0,0.869,0.8779999999999999,-1.0,0.8039999999999999,0.883,-1.0,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.87,0.87,0.79,0.91,0.73,0.66,0.75,0.8,0.8,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81258FA6XPvAibaEXe/iDuY0411CJn9swgDPebnS,0.8,0.683,-1.0,0.713,0.763,-1.0,0.843,0.8039999999999999,-1.0,0.8380000000000001,0.921,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,0.83,0.82,0.82,0.8,0.78,0.64,0.73,0.86,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
812FEF5DXPvAibaEXe8WdGcsQTF3yAkfM+A4rrJk,0.708,0.705,-1.0,0.761,0.729,-1.0,0.798,0.7929999999999999,-1.0,0.889,0.8240000000000001,-1.0,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.78,0.78,0.93,0.88,0.76,0.54,0.87,0.9,0.85,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
814A1338XPvAibaEXe8UtLk0ua6nIBLPjs1dPKs5,0.44000000000000006,0.29,-1.0,0.445,0.426,-1.0,0.44699999999999995,0.38,-1.0,0.5740000000000001,0.418,0.37,0.32999999999999996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.81,0.73,0.85,0.87,0.81,0.71,0.91,0.66,0.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
814CBB93XPvAibaEXe+3IeSFe/CqDEOSeHkU3kcM,0.818,0.562,-1.0,0.7030000000000001,0.732,-1.0,0.787,0.738,-1.0,0.738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.9,0.87,0.77,0.93,0.83,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81591236XPvAibaEXe9a9WHB728zIC+BsRhdRUah,0.732,0.611,-1.0,0.661,0.6849999999999999,-1.0,0.6910000000000001,0.659,-1.0,0.644,0.632,-1.0,0.634,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.8,0.8,0.8,0.8,0.75,0.72,0.72,0.64,0.73,0.375,0.45454545454545453,0.1111111111111111,-1.0,-1.0,-1.0
815BC6BAXPvAibaEXe+PVAbtvmWztjKUVtlCbbjs,0.548,0.614,0.729,0.541,0.634,-1.0,0.631,0.6519999999999999,-1.0,0.729,0.8150000000000001,-1.0,0.8800000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.66,0.7,0.85,0.75,0.8,0.83,0.88,0.81,0.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
815DC6D5XPvAibaEXe9iBRrLJjO8dUXgzuC1uGLg,0.688,0.666,-1.0,0.615,0.653,0.849,0.396,0.7769999999999999,-1.0,0.753,0.761,-1.0,0.6839999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,0.72,0.84,0.84,0.58,0.74,0.54,0.52,0.8,0.75,0.5,-1.0,-1.0,-1.0,-1.0,-1.0
816B09EDXPvAibaEXe/9ugxkUZcLfCsP2F+g822+,0.564,0.46299999999999997,-1.0,0.665,0.65,0.65,0.679,0.77,-1.0,0.7,0.623,-1.0,0.525,0.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,0.65,0.73,0.73,0.68,0.78,0.66,0.64,0.59,0.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
817F3800XPvAibaEXe917PYvJ9Jl7eb63uaMNLRc,0.576,0.584,0.9199999999999999,0.687,0.6980000000000001,-1.0,0.732,0.8019999999999999,0.58,0.622,0.7110000000000001,-1.0,0.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.8,0.75,0.75,0.8,0.69,0.7,0.68,0.6,0.65,0.5,-1.0,-1.0,-1.0,-1.0,-1.0
818A2EE0XPvAibaEXe/caEx4rNa5qRu1qeWo48Iw,0.689,0.674,0.721,0.663,0.8539999999999999,0.62,0.8210000000000001,0.825,-1.0,0.8220000000000001,0.859,-1.0,0.8400000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.82,0.7,0.7,0.69,0.69,0.9,0.82,0.73,0.68,0.75,0.7,0.6233766233766234,-1.0,-1.0,-1.0,-1.0
81903267XPvAibaEXe+EYzJPHISY85WjBWVJGi7b,0.655,0.732,-1.0,0.6950000000000001,0.768,-1.0,0.738,0.748,-1.0,0.739,0.764,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.66,0.66,0.8,0.85,0.8,0.8,0.84,0.83,0.58,0.58,0.375,-1.0,-1.0,-1.0,-1.0,-1.0
81AD9251XPvAibaEXe90E3nxW1nyafaUb7Bjf4AS,0.915,0.861,-1.0,0.8210000000000001,0.806,-1.0,0.877,0.82,-1.0,0.837,0.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.95,0.9,1.0,0.96,1.0,1.0,1.0,0.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81B193F6XPvAibaEXe9fw8mX+aV2o1EPcHr7BtS3,0.738,0.858,-1.0,0.805,0.77,-1.0,0.592,0.706,-1.0,0.673,0.389,-1.0,0.44699999999999995,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.89,0.85,0.68,0.78,0.76,0.75,0.76,0.75,0.7,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81B2935CXPvAibaEXe+k2gCw0RZzlRwyRf+5msb1,0.7110000000000001,0.608,-1.0,0.756,0.717,-1.0,0.8779999999999999,0.78,-1.0,0.771,0.753,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.76,0.68,0.66,0.72,0.8,0.8,0.65,0.7,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81BE22AAXPvAibaEXe/KMtCr6bHauvKa00E+I+gN,0.8380000000000001,0.743,-1.0,0.8150000000000001,0.8210000000000001,-1.0,0.663,0.79,-1.0,0.653,0.85,-1.0,0.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,0.9,0.78,0.8,0.66,0.77,0.63,0.68,0.68,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81D217CAXPvAibaEXe+tKlY40ATmdTqN9NM0YdSn,0.828,0.725,-1.0,0.746,0.752,-1.0,0.734,0.6980000000000001,-1.0,0.706,0.6900000000000001,-1.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.69,0.78,0.8,0.9,0.95,0.9,0.85,0.75,0.73,0.5,0.4125,-1.0,-1.0,-1.0,-1.0,-1.0
81D2AB1FXPvAibaEXe/YKAlYnC3m9ztTf89k7OWJ,0.505,0.508,0.5900000000000001,0.6900000000000001,0.477,-1.0,0.675,0.346,0.35,0.635,0.675,-1.0,0.779,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.69,0.82,0.82,0.88,0.88,0.67,0.67,0.74,0.64,0.66,0.5375,-1.0,-1.0,-1.0,-1.0,-1.0
81E29EEDXPvAibaEXe9mu9ZmuYOdkk5LhyySNFnF,0.449,0.493,0.0,0.521,0.6719999999999999,-1.0,0.646,0.756,-1.0,0.7150000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.88,0.81,0.7,0.82,0.91,0.79,0.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81EE8EF2XPvAibaEXe9o3csoNuwUvFCXzXJKbMVz,0.5589999999999999,0.45099999999999996,-1.0,0.483,0.5940000000000001,0.73,0.712,0.669,-1.0,0.648,0.638,-1.0,0.52,0.642,0.38,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.71,0.71,0.61,0.68,0.69,0.66,0.68,0.8,0.85,0.69,0.6875,0.45454545454545453,-1.0,-1.0,-1.0,-1.0
81F211BEXPvAibaEXe9Xnw4t0GPgx1AaPdjIiPDQ,0.73,0.7230000000000001,-1.0,0.621,0.568,-1.0,0.75,0.836,-1.0,0.806,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.88,0.85,0.85,0.71,0.71,0.75,0.75,0.72,0.88,0.8,0.5625,-1.0,-1.0,-1.0,-1.0,-1.0
8207B626XPvAibaEXe/57ZZLpsI5pf+0jA4NZ9Ay,0.8949999999999999,0.765,-1.0,0.827,0.884,-1.0,0.876,0.5309999999999999,-1.0,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.81,1.0,0.81,1.0,1.0,0.99,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
820D4115XPvAibaEXe9ylQoUTvcEfwP2rEGTClQb,0.643,0.446,-1.0,0.7030000000000001,0.617,0.36,0.32799999999999996,0.205,-1.0,0.627,0.625,-1.0,0.7929999999999999,0.568,-1.0,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,0.85,0.76,0.75,0.75,0.66,0.83,0.72,0.79,0.7,0.6625,-1.0,-1.0,-1.0,-1.0,-1.0
820FED0DXPvAibaEXe9sDqR+NysAHoOSAsTiQd+6,0.5690000000000001,0.392,0.58,0.579,0.544,-1.0,0.619,0.662,0.6,0.604,0.686,-1.0,0.783,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.81,0.81,0.51,0.71,0.44,0.62,0.49,0.68,0.68,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8213E9BBXPvAibaEXe9mCnb3+Zz/PamkyjsPw+6H,0.844,0.8130000000000001,-1.0,0.836,0.791,-1.0,0.836,0.786,-1.0,0.8480000000000001,0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.89,1.0,1.0,0.8,0.5,0.7142857142857143,-1.0,-1.0,-1.0,-1.0
82157FECXPvAibaEXe/WSo41+3xFkONmGkZ6gOkr,0.639,0.658,-1.0,0.7230000000000001,0.5690000000000001,-1.0,0.577,0.644,-1.0,0.754,0.648,0.6,0.882,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.96,0.81,0.81,0.85,0.85,0.76,0.67,0.73,0.64,0.75,0.575,0.7142857142857143,0.2222222222222222,0.8333333333333334,-1.0,-1.0
8219EA1DXPvAibaEXe/PGAaNNWvbUAwbuGIAPcg8,0.622,0.46699999999999997,0.3,0.3,0.27,-1.0,0.20400000000000001,0.269,0.42000000000000004,0.181,0.013000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.63,0.68,0.68,0.53,0.53,0.5,0.5,0.5,0.3,0.12,0.0625,0.2077922077922078,-1.0,-1.0,-1.0,-1.0
821A7F5BXPvAibaEXe/45+b0LBlJ7KzOMErkQOCe,0.8160000000000001,0.596,-1.0,0.8560000000000001,0.8039999999999999,-1.0,0.776,0.745,-1.0,0.465,0.46299999999999997,-1.0,0.501,0.632,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.74,0.68,0.65,0.7,0.8,0.75,0.85,0.78,0.62,0.69,0.475,0.45454545454545453,-1.0,-1.0,-1.0,-1.0
